id,time,y1
1,0.1,-0.211437976144166
1,0.302040816326531,0.0795524637561504
1,0.504081632653061,2.92278285475821
1,0.706122448979592,4.80425595698529
1,0.908163265306122,3.99843388535552
1,1.11020408163265,4.68436524006267
1,1.31224489795918,5.78360022034726
1,1.51428571428571,8.89920626304408
1,1.71632653061225,11.7554711784646
1,1.91836734693878,12.6231228535046
1,2.12040816326531,15.7835019948552
1,2.32244897959184,16.3448233731018
1,2.52448979591837,19.5877016496488
1,2.7265306122449,20.6904864542684
1,2.92857142857143,22.3463224737281
1,3.13061224489796,24.7342565774028
1,3.33265306122449,25.6115936732547
1,3.53469387755102,29.4574212853358
1,3.73673469387755,28.7577984301836
1,3.93877551020408,28.4968928706075
1,4.14081632653061,28.4926891898224
1,4.34285714285714,30.0726396130617
1,4.54489795918367,31.2308873716994
1,4.7469387755102,32.6173217726514
1,4.94897959183673,34.2120678579746
1,5.15102040816326,32.3582940854691
1,5.3530612244898,33.894281084191
1,5.55510204081633,33.9133464708391
1,5.75714285714286,32.0493316434542
1,5.95918367346939,31.4602013171784
1,6.16122448979592,33.3950259281885
1,6.36326530612245,35.5091714225321
1,6.56530612244898,34.8477165134134
1,6.76734693877551,36.345322221558
1,6.96938775510204,34.2112754001506
1,7.17142857142857,34.4307558243663
1,7.3734693877551,34.8139711733655
1,7.57551020408163,35.6224248276208
1,7.77755102040816,35.6782823302571
1,7.97959183673469,37.5797488362415
1,8.18163265306123,36.6323350744013
1,8.38367346938776,36.0798246806837
1,8.58571428571429,36.2427934950175
1,8.78775510204082,35.8718138353906
1,8.98979591836735,34.4659700249666
1,9.19183673469388,35.1213915032422
1,9.39387755102041,35.0823984779333
1,9.59591836734694,36.248992547105
1,9.79795918367347,36.2353605060519
1,10,36.1461396724751
2,0.1,1.41134125355878
2,0.302040816326531,3.8565577431611
2,0.504081632653061,3.42830324857313
2,0.706122448979592,6.14286511465462
2,0.908163265306122,7.31811511967369
2,1.11020408163265,7.42739797104295
2,1.31224489795918,12.1193287727685
2,1.51428571428571,12.8390001258349
2,1.71632653061225,15.0106225169929
2,1.91836734693878,17.030274218441
2,2.12040816326531,18.1241515679584
2,2.32244897959184,19.3622747878632
2,2.52448979591837,22.0533689587384
2,2.7265306122449,22.9142573761178
2,2.92857142857143,22.9968111855071
2,3.13061224489796,24.1140678577895
2,3.33265306122449,25.3703277388144
2,3.53469387755102,26.3869350990715
2,3.73673469387755,26.9678832740372
2,3.93877551020408,27.1640903983937
2,4.14081632653061,28.590135563074
2,4.34285714285714,28.5015487937843
2,4.54489795918367,29.5070886491101
2,4.7469387755102,31.0472943381115
2,4.94897959183673,30.6119915678811
2,5.15102040816326,28.7264416353486
2,5.3530612244898,31.395919067833
2,5.55510204081633,31.0647231460995
2,5.75714285714286,31.6743794615818
2,5.95918367346939,31.1407915269529
2,6.16122448979592,31.3010920226136
2,6.36326530612245,31.825924645973
2,6.56530612244898,33.5414118407274
2,6.76734693877551,32.120755066107
2,6.96938775510204,31.7032222649519
2,7.17142857142857,32.089914448848
2,7.3734693877551,34.3741427222664
2,7.57551020408163,32.5189936235747
2,7.77755102040816,33.7556061865311
2,7.97959183673469,33.9673088096346
2,8.18163265306123,32.3067966463198
2,8.38367346938776,32.0711565930914
2,8.58571428571429,31.4610375311072
2,8.78775510204082,32.6871835817416
2,8.98979591836735,35.2228246794974
2,9.19183673469388,34.8185875049426
2,9.39387755102041,34.0774024226556
2,9.59591836734694,33.9715116563579
2,9.79795918367347,32.0207975592527
2,10,33.1098546398093
3,0.1,0.259899298215104
3,0.302040816326531,1.18125700698612
3,0.504081632653061,1.16728963536885
3,0.706122448979592,3.61511719511112
3,0.908163265306122,4.82680329872283
